scan_id,colour_index,r,g,b,h,s,v,l,a,b_lab,chroma,coverage_percent,family_predicted,is_metallic,is_detail,confidence,top_paint_name,top_paint_brand,top_paint_delta_e
scan-1770065767548-g98x1p4,0,28,28,23,60.0,17.857142857142858,10.980392156862745,10.529197506857678,-1.1524223601876025,2.50871957918962,2.760751930773518,37.16919886389252,Grey,False,False,1.0,Deathshroud Clear,Citadel,2.0
scan-1770065767548-g98x1p4,1,133,152,176,213.4883720930233,24.431818181818176,69.01960784313725,61.97513990788943,0.4886594820261438,-14.452975338100254,14.461233841312026,37.07677742211803,Blue,False,False,1.0,Fenrisian Grey,Citadel,8.7
scan-1770065767548-g98x1p4,2,124,119,100,47.500000000000014,19.35483870967742,48.627450980392155,50.37315803232268,-1.8565357519818038,11.201642574738937,11.354449408517818,18.630810152833504,Yellow,False,False,1.0,Runelord Brass,Citadel,5.5
scan-1770065767548-g98x1p4,3,156,59,44,8.035714285714286,71.7948717948718,61.1764705882353,39.26289593446193,37.127504628548564,28.699142464469666,46.92645712323509,7.123213561155945,Red,False,True,1.0,Guilliman Flesh,Citadel,3.7
scan-1770065876056-msw58hs,0,186,225,175,106.80000000000001,22.222222222222218,88.23529411764706,85.76759114677898,-21.74230609286002,20.360455795363443,29.787179027738876,36.247777777777785,Green,False,False,1.0,Orruk Flesh,Citadel,15.7
scan-1770065876056-msw58hs,1,91,51,123,273.3333333333333,58.536585365853654,48.23529411764706,29.768060989554517,32.35685069802681,-33.7788906869361,46.775840378708075,35.07888888888889,Blue,False,False,1.0,Imperial Purple,Citadel,5.1
scan-1770065876056-msw58hs,2,160,122,177,281.4545454545455,31.073446327683612,69.41176470588235,56.79753154762649,24.810998298017015,-22.9159248234959,33.77462430672352,22.244444444444444,Red,False,False,1.0,Kakophoni Purple,Citadel,11.7
scan-1770065876056-msw58hs,3,160,164,159,108.00000000000007,3.0487804878048843,64.31372549019608,67.02758799346866,-3.1153942125301413,2.309274177306623,3.877941248322553,6.428888888888888,Grey,False,True,1.0,Administratum Grey,Citadel,3.5
scan-1770121146424-87435x9,0,95,61,119,275.17241379310343,48.739495798319325,46.666666666666664,32.68011981280496,25.648015984242562,-27.078468018029497,37.29697245261884,66.94898164952612,Blue,False,False,1.0,Chemos Purple,Citadel,5.5
scan-1770121146424-87435x9,1,179,143,203,276.0,29.556650246305416,79.6078431372549,65.22810747971735,23.786031904308985,-23.57399263152261,33.48893014630189,26.08388788062109,Red,False,False,1.0,Dechala Lilac,Citadel,4.8
scan-1770121146424-87435x9,2,201,242,238,174.14634146341467,16.94214876033058,94.90196078431372,92.64482394297156,-9.536300311734248,-1.9295398211264692,9.729550223771676,6.967130469852793,Green,False,True,1.0,Ulthuan Grey,Citadel,7.2
scan-1770121200205-7x2yloj,0,71,71,71,0.0,0.0,27.84313725490196,29.644559885588,-0.4563272308879758,0.3973571934185263,0.605084523691803,93.22903885480574,Grey,False,False,1.0,Eshin Grey,Citadel,3.3
scan-1770121200205-7x2yloj,1,151,138,123,32.142857142857125,18.543046357615893,59.21568627450981,57.43486046634219,2.6502454728026663,9.778435303120997,10.131218981121377,6.770961145194274,Gold,True,True,1.0,Commando Khaki,Citadel,2.0
scan-1771962200079-y5npre9,0,197,119,153,333.8461538461538,39.59390862944163,77.25490196078432,59.345942802393445,34.629345110098754,-5.328390189600807,35.03688463272604,64.57805446948468,Red,False,False,1.0,Carroburg Crimson,Citadel,6.8
scan-1771962200079-y5npre9,1,129,130,131,210.0,1.5267175572519032,51.37254901960784,53.47270445297104,-0.5929106407366469,-1.059552331662928,1.2141639804536652,21.487423019482154,Grey,False,False,1.0,Codex Grey,Citadel,1.2
scan-1771962200079-y5npre9,2,116,130,86,79.0909090909091,33.84615384615384,50.98039215686274,52.28573597975455,-12.355875209452803,21.451764656803125,24.75572376405986,5.848002282147232,Yellow,False,True,1.0,Death Guard Armor,Citadel,6.1
scan-1771962200079-y5npre9,3,174,135,44,42.00000000000001,74.71264367816092,68.23529411764706,58.8247074009478,6.10291162890023,48.62311010067449,49.004615764359166,4.805933582803349,Gold,True,True,1.0,Iyanden Darksun,Citadel,2.1
scan-1771962200079-y5npre9,4,135,198,224,197.52808988764045,39.732142857142854,87.84313725490196,76.25355044589122,-13.520744811442942,-18.752234546242374,23.118322619373732,3.2805866460825936,Cyan,False,True,1.0,Ice Blue,Citadel,6.8
scan-1771963594746-grwht8t,0,197,119,153,333.8461538461538,39.59390862944163,77.25490196078432,59.345942802393445,34.629345110098754,-5.328390189600807,35.03688463272604,64.57805446948468,Red,False,False,1.0,Carroburg Crimson,Citadel,6.8
scan-1771963594746-grwht8t,1,129,130,131,210.0,1.5267175572519032,51.37254901960784,53.47270445297104,-0.5929106407366469,-1.059552331662928,1.2141639804536652,21.487423019482154,Grey,False,False,1.0,Codex Grey,Citadel,1.2
scan-1771963594746-grwht8t,2,116,130,86,79.0909090909091,33.84615384615384,50.98039215686274,52.28573597975455,-12.355875209452803,21.451764656803125,24.75572376405986,5.848002282147232,Yellow,False,True,1.0,Death Guard Armor,Citadel,6.1
scan-1771963594746-grwht8t,3,174,135,44,42.00000000000001,74.71264367816092,68.23529411764706,58.8247074009478,6.10291162890023,48.62311010067449,49.004615764359166,4.805933582803349,Gold,True,True,1.0,Iyanden Darksun,Citadel,2.1
scan-1771963594746-grwht8t,4,135,198,224,197.52808988764045,39.732142857142854,87.84313725490196,76.25355044589122,-13.520744811442942,-18.752234546242374,23.118322619373732,3.2805866460825936,Cyan,False,True,1.0,Ice Blue,Citadel,6.8
scan-1776801787235-1kah19h,0,111,103,101,12.000000000000036,9.009009009009015,43.529411764705884,42.28411692211201,1.6641173912997729,2.006804940854781,2.6070199007037753,60.24022701697734,Grey,False,False,1.0,Stormvermin Fur,Citadel,2.8
scan-1776801787235-1kah19h,1,129,101,90,16.923076923076913,30.232558139534877,50.588235294117645,45.521863838815236,9.022815953536076,10.368773090971114,13.744914082795564,21.571505455257107,Gold,True,False,1.0,Cryptek Armourshade Gloss,Citadel,5.1
scan-1776801787235-1kah19h,2,109,45,37,6.666666666666666,66.05504587155964,42.745098039215684,27.606053873410687,25.855720276689617,18.2592956139973,31.65312223692569,16.659327755761048,Red,False,False,1.0,Beaten Copper,Citadel,3.2
scan-1776801787235-1kah19h,3,189,186,110,57.72151898734176,41.7989417989418,74.11764705882354,74.35917893195789,-10.240844186575782,38.03375766098949,39.38834359894561,1.528939772004501,Yellow,False,True,1.0,Krieg Khaki,Citadel,7.0
scan-1776801841430-gut6ybn,0,129,71,63,7.272727272727273,51.16279069767441,50.588235294117645,37.10882158568938,24.481810953639858,16.283713383128525,29.402693569019142,71.16033755274262,Red,False,False,1.0,Bugman Glow,Citadel,4.0
scan-1776801841430-gut6ybn,1,29,55,87,213.10344827586206,66.66666666666667,34.11764705882353,22.729675325222647,2.1089528648289835,-22.41961340886618,22.5185867138478,13.565400843881855,Blue,False,False,1.0,Fenrys Grey,Citadel,5.4
scan-1776801841430-gut6ybn,2,163,249,190,138.8372093023256,34.53815261044177,97.6470588235294,91.66180238072914,-36.696618247086,20.026329058720297,41.80544995979005,6.907172995780591,Green,False,True,1.0,Vile Green,Citadel,19.6
scan-1776801841430-gut6ybn,3,195,191,118,56.8831168831169,39.48717948717948,76.47058823529412,76.38132415129041,-8.93123954500652,36.98006778102096,38.043297082392755,4.345991561181434,Yellow,False,True,1.0,Tyrant Skull,Citadel,4.2
scan-1776801841430-gut6ybn,4,212,132,77,24.444444444444446,63.67924528301888,83.13725490196079,62.96432498217255,24.488757620242914,42.172163919684365,48.76669621218699,4.021097046413502,Pink,False,True,1.0,Bestigor Flesh,Citadel,3.2
